1	0.00001	1
2	0.00002	2
3	0.00003	3
4	0.00004	4
5	0.00005	5
6	0.00006	6
7	0.00007	7
8	0.00008	8
9	0.00009	9
10	0.0001	10
11	0.00011	11
12	0.00012	12
13	0.00013	13
14	0.00014	14
15	0.00015	15
16	0.00016	16
17	0.00017	17
18	0.00018	18
19	0.00019	19
20	0.0002	20
21	0.00021	21
22	0.00022	22
23	0.00023	23
24	0.00024	24
25	0.00025	25
26	0.00026	26
27	0.00027	27
28	0.00028	28
29	0.00029	29
30	0.0003	30
31	0.00031	31
32	0.00032	32
33	0.00033	33
34	0.00034	34
35	0.00035	35
36	0.00036	36
37	0.00037	37
38	0.00038	38
39	0.00039	39
40	0.0004	40
41	0.00041	41
42	0.00042	42
43	0.00043	43
44	0.00044	44
45	0.00045	45
46	0.00046	46
47	0.00047	47
48	0.00048	48
49	0.00049	49
50	0.0005	50
51	0.00051	51
52	0.00052	52
53	0.00053	53
54	0.00054	54
55	0.00055	55
56	0.00056	56
57	0.00057	57
58	0.00058	58
59	0.00059	59
60	0.0006	60
61	0.00061	61
62	0.00062	62
63	0.00063	63
64	0.00064	64
65	0.00065	65
66	0.00066	66
67	0.00067	67
68	0.00068	68
69	0.00069	69
70	0.0007	70
71	0.00071	71
72	0.00072	72
73	0.00073	73
74	0.00074	74
75	0.00075	75
76	0.00076	76
77	0.00077	77
78	0.00078	78
79	0.00079	79
80	0.0008	80
81	0.00081	81
82	0.00082	82
83	0.00083	83
84	0.00084	84
85	0.00085	85
86	0.00086	86
87	0.00087	87
88	0.00088	88
89	0.00089	89
90	0.0009	90
91	0.00091	91
92	0.00092	92
93	0.00093	93
94	0.00094	94
95	0.00095	95
96	0.00096	96
97	0.00097	97
98	0.00098	98
99	0.00099	99
100	0.001	100
101	0.00101	101
102	0.00102	102
103	0.00103	103
104	0.00104	104
105	0.00105	105
106	0.00106	106
107	0.00107	107
108	0.00108	108
109	0.00109	109
110	0.0011	110
111	0.00111	111
112	0.00112	112
113	0.00113	113
114	0.00114	114
115	0.00115	115
116	0.00116	116
117	0.00117	117
118	0.00118	118
119	0.00119	119
120	0.0012	120
121	0.00121	121
122	0.00122	122
123	0.00123	123
124	0.00124	124
125	0.00125	125
126	0.00126	126
127	0.00127	127
128	0.00128	128
129	0.00129	129
130	0.0013	130
131	0.00131	131
132	0.00132	132
133	0.00133	133
134	0.00134	134
135	0.00135	135
136	0.00136	136
137	0.00137	137
138	0.00138	138
139	0.00139	139
140	0.0014	140
141	0.00141	141
142	0.00142	142
143	0.00143	143
144	0.00144	144
145	0.00145	145
146	0.00146	146
147	0.00147	147
148	0.00148	148
149	0.00149	149
150	0.0015	150
151	0.00151	151
152	0.00152	152
153	0.00153	153
154	0.00154	154
155	0.00155	155
156	0.00156	156
157	0.00157	157
158	0.00158	158
159	0.00159	159
160	0.0016	160
161	0.00161	161
162	0.00162	162
163	0.00163	163
164	0.00164	164
165	0.00165	165
166	0.00166	166
167	0.00167	167
168	0.00168	168
169	0.00169	169
170	0.0017	170
171	0.00171	171
172	0.00172	172
173	0.00173	173
174	0.00174	174
175	0.00175	175
176	0.00176	176
177	0.00177	177
178	0.00178	178
179	0.00179	179
180	0.0018	180
181	0.00181	181
182	0.00182	182
183	0.00183	183
184	0.00184	184
185	0.00185	185
186	0.00186	186
187	0.00187	187
188	0.00188	188
189	0.00189	189
190	0.0019	190
191	0.00191	191
192	0.00192	192
193	0.00193	193
194	0.00194	194
195	0.00195	195
196	0.00196	196
197	0.00197	197
198	0.00198	198
199	0.00199	199
200	0.002	200
201	0.00201	201
202	0.00202	202
203	0.00203	203
204	0.00204	204
205	0.00205	205
206	0.00206	206
207	0.00207	207
208	0.00208	208
209	0.00209	209
210	0.0021	210
211	0.00211	211
212	0.00212	212
213	0.00213	213
214	0.00214	214
215	0.00215	215
216	0.00216	216
217	0.00217	217
218	0.00218	218
219	0.00219	219
220	0.0022	220
221	0.00221	221
222	0.00222	222
223	0.00223	223
224	0.00224	224
225	0.00225	225
226	0.00226	226
227	0.00227	227
228	0.00228	228
229	0.00229	229
230	0.0023	230
231	0.00231	231
232	0.00232	232
233	0.00233	233
234	0.00234	234
235	0.00235	235
236	0.00236	236
237	0.00237	237
238	0.00238	238
239	0.00239	239
240	0.0024	240
241	0.00241	241
242	0.00242	242
243	0.00243	243
244	0.00244	244
245	0.00245	245
246	0.00246	246
247	0.00247	247
248	0.00248	248
249	0.00249	249
250	0.0025	250
251	0.00251	251
252	0.00252	252
253	0.00253	253
254	0.00254	254
255	0.00255	255
256	0.00256	256
257	0.00257	257
258	0.00258	258
259	0.00259	259
260	0.0026	260
261	0.00261	261
262	0.00262	262
263	0.00263	263
264	0.00264	264
265	0.00265	265
266	0.00266	266
267	0.00267	267
268	0.00268	268
269	0.00269	269
270	0.0027	270
271	0.00271	271
272	0.00272	272
273	0.00273	273
274	0.00274	274
275	0.00275	275
276	0.00276	276
277	0.00277	277
278	0.00278	278
279	0.00279	279
280	0.0028	280
281	0.00281	281
282	0.00282	282
283	0.00283	283
284	0.00284	284
285	0.00285	285
286	0.00286	286
287	0.00287	287
288	0.00288	288
289	0.00289	289
290	0.0029	290
291	0.00291	291
292	0.00292	292
293	0.00293	293
294	0.00294	294
295	0.00295	295
296	0.00296	296
297	0.00297	297
298	0.00298	298
299	0.00299	299
300	0.003	300
301	0.00301	301
302	0.00302	302
303	0.00303	303
304	0.00304	304
305	0.00305	305
306	0.00306	306
307	0.00307	307
308	0.00308	308
309	0.00309	309
310	0.0031	310
311	0.00311	311
312	0.00312	312
313	0.00313	313
314	0.00314	314
315	0.00315	315
316	0.00316	316
317	0.00317	317
318	0.00318	318
319	0.00319	319
320	0.0032	320
321	0.00321	321
322	0.00322	322
323	0.00323	323
324	0.00324	324
325	0.00325	325
326	0.00326	326
327	0.00327	327
328	0.00328	328
329	0.00329	329
330	0.0033	330
331	0.00331	331
332	0.00332	332
333	0.00333	333
334	0.00334	334
335	0.00335	335
336	0.00336	336
337	0.00337	337
338	0.00338	338
339	0.00339	339
340	0.0034	340
341	0.00341	341
342	0.00342	342
343	0.00343	343
344	0.00344	344
345	0.00345	345
346	0.00346	346
347	0.00347	347
348	0.00348	348
349	0.00349	349
350	0.0035	350
351	0.00351	351
352	0.00352	352
353	0.00353	353
354	0.00354	354
355	0.00355	355
356	0.00356	356
357	0.00357	357
358	0.00358	358
359	0.00359	359
360	0.0036	360
361	0.00361	361
362	0.00362	362
363	0.00363	363
364	0.00364	364
365	0.00365	365
366	0.00366	366
367	0.00367	367
368	0.00368	368
369	0.00369	369
370	0.0037	370
371	0.00371	371
372	0.00372	372
373	0.00373	373
374	0.00374	374
375	0.00375	375
376	0.00376	376
377	0.00377	377
378	0.00378	378
379	0.00379	379
380	0.0038	380
381	0.00381	381
382	0.00382	382
383	0.00383	383
384	0.00384	384
385	0.00385	385
386	0.00386	386
387	0.00387	387
388	0.00388	388
389	0.00389	389
390	0.0039	390
391	0.00391	391
392	0.00392	392
393	0.00393	393
394	0.00394	394
395	0.00395	395
396	0.00396	396
397	0.00397	397
398	0.00398	398
399	0.00399	399
400	0.004	400
401	0.00401	401
402	0.00402	402
403	0.00403	403
404	0.00404	404
405	0.00405	405
406	0.00406	406
407	0.00407	407
408	0.00408	408
409	0.00409	409
410	0.0041	410
411	0.00411	411
412	0.00412	412
413	0.00413	413
414	0.00414	414
415	0.00415	415
416	0.00416	416
417	0.00417	417
418	0.00418	418
419	0.00419	419
420	0.0042	420
421	0.00421	421
422	0.00422	422
423	0.00423	423
424	0.00424	424
425	0.00425	425
426	0.00426	426
427	0.00427	427
428	0.00428	428
429	0.00429	429
430	0.0043	430
431	0.00431	431
432	0.00432	432
433	0.00433	433
434	0.00434	434
435	0.00435	435
436	0.00436	436
437	0.00437	437
438	0.00438	438
439	0.00439	439
440	0.0044	440
441	0.00441	441
442	0.00442	442
443	0.00443	443
444	0.00444	444
445	0.00445	445
446	0.00446	446
447	0.00447	447
448	0.00448	448
449	0.00449	449
450	0.0045	450
451	0.00451	451
452	0.00452	452
453	0.00453	453
454	0.00454	454
455	0.00455	455
456	0.00456	456
457	0.00457	457
458	0.00458	458
459	0.00459	459
460	0.0046	460
461	0.00461	461
462	0.00462	462
463	0.00463	463
464	0.00464	464
465	0.00465	465
466	0.00466	466
467	0.00467	467
468	0.00468	468
469	0.00469	469
470	0.0047	470
471	0.00471	471
472	0.00472	472
473	0.00473	473
474	0.00474	474
475	0.00475	475
476	0.00476	476
477	0.00477	477
478	0.00478	478
479	0.00479	479
480	0.0048	480
481	0.00481	481
482	0.00482	482
483	0.00483	483
484	0.00484	484
485	0.00485	485
486	0.00486	486
487	0.00487	487
488	0.00488	488
489	0.00489	489
490	0.0049	490
491	0.00491	491
492	0.00492	492
493	0.00493	493
494	0.00494	494
495	0.00495	495
496	0.00496	496
497	0.00497	497
498	0.00498	498
499	0.00499	499
500	0.005	500
501	0.00501	501
502	0.00502	502
503	0.00503	503
504	0.00504	504
505	0.00505	505
